image,ground_truth,prediction,is_correct,delta1_score,raw_output
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p068_std.jpg,2.532,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p069_std.jpg,4.977,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p070_std.jpg,4.868,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p071_std.jpg,4.533,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p072_std.jpg,2.405,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p073_std.jpg,3.877,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p074_std.jpg,1.955,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p075_std.jpg,2.076,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p076_std.jpg,2.451,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p077_std.jpg,5.156,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p078_std.jpg,4.781,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p079_std.jpg,5.156,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p080_std.jpg,3.198,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p081_std.jpg,1.682,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p082_std.jpg,3.021,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p083_std.jpg,2.394,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p084_std.jpg,13.671,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p085_std.jpg,2.029,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p086_std.jpg,3.29,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p087_std.jpg,3.371,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p088_std.jpg,6.091,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p089_std.jpg,3.904,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p090_std.jpg,3.497,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p091_std.jpg,3.864,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p092_std.jpg,3.114,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p093_std.jpg,4.597,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p094_std.jpg,1.69,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p095_std.jpg,2.175,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p096_std.jpg,4.002,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p097_std.jpg,6.31,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p098_std.jpg,1.953,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_01_p099_std.jpg,4.051,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p000_std.jpg,11.949,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p001_std.jpg,3.767,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p002_std.jpg,2.621,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p003_std.jpg,4.103,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p004_std.jpg,4.158,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p005_std.jpg,3.519,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p006_std.jpg,6.972,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p007_std.jpg,14.961,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p008_std.jpg,4.135,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p009_std.jpg,14.91,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p010_std.jpg,9.283,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p011_std.jpg,11.68,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p012_std.jpg,4.395,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p013_std.jpg,10.565,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p014_std.jpg,3.239,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p015_std.jpg,2.827,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p016_std.jpg,2.702,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p017_std.jpg,3.313,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p018_std.jpg,7.99,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p019_std.jpg,8.113,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p020_std.jpg,3.094,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p021_std.jpg,2.522,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p022_std.jpg,2.493,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p023_std.jpg,6.771,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p024_std.jpg,14.85,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p025_std.jpg,7.204,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p026_std.jpg,5.837,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p027_std.jpg,6.072,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p028_std.jpg,9.881,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p029_std.jpg,6.542,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p030_std.jpg,14.727,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p031_std.jpg,4.848,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p032_std.jpg,3.41,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p033_std.jpg,8.824,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p034_std.jpg,7.658,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p035_std.jpg,3.36,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p036_std.jpg,3.134,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p037_std.jpg,9.928,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p038_std.jpg,3.634,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p039_std.jpg,3.41,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p040_std.jpg,3.237,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p041_std.jpg,2.891,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p042_std.jpg,9.035,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p043_std.jpg,4.897,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p044_std.jpg,2.744,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p045_std.jpg,3.487,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p046_std.jpg,13.896,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p047_std.jpg,4.06,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p048_std.jpg,2.892,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p049_std.jpg,3.228,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p050_std.jpg,2.982,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p051_std.jpg,2.983,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p052_std.jpg,3.433,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p053_std.jpg,5.867,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p054_std.jpg,4.979,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p055_std.jpg,2.876,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p056_std.jpg,3.301,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p057_std.jpg,10.969,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p058_std.jpg,4.181,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p059_std.jpg,6.187,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p060_std.jpg,5.098,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p061_std.jpg,2.676,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p062_std.jpg,6.443,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p063_std.jpg,5.248,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p064_std.jpg,7.871,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p065_std.jpg,4.628,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p066_std.jpg,3.43,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p067_std.jpg,6.333,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p068_std.jpg,6.416,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p069_std.jpg,3.065,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p070_std.jpg,2.847,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p071_std.jpg,3.254,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p072_std.jpg,5.44,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p073_std.jpg,13.306,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p074_std.jpg,7.909,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p075_std.jpg,3.307,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p076_std.jpg,10.912,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p077_std.jpg,5.473,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p078_std.jpg,14.994,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p079_std.jpg,4.912,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p080_std.jpg,3.288,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p081_std.jpg,5.397,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p082_std.jpg,4.592,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p083_std.jpg,3.703,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p084_std.jpg,4.524,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p085_std.jpg,3.535,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p086_std.jpg,6.763,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p087_std.jpg,2.953,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p088_std.jpg,4.204,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p089_std.jpg,8.202,10.0,True,1.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p090_std.jpg,4.694,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p091_std.jpg,4.504,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p092_std.jpg,3.633,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p093_std.jpg,7.833,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p094_std.jpg,7.749,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p095_std.jpg,4.949,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p096_std.jpg,3.533,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p097_std.jpg,3.057,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p098_std.jpg,3.646,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_02_p099_std.jpg,14.919,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p000_std.jpg,4.332,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p001_std.jpg,3.737,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p002_std.jpg,3.801,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p003_std.jpg,3.851,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p004_std.jpg,4.404,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p005_std.jpg,1.872,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p006_std.jpg,2.058,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p007_std.jpg,4.086,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p008_std.jpg,4.172,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p009_std.jpg,4.777,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p010_std.jpg,4.784,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p011_std.jpg,1.936,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p012_std.jpg,7.042,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p013_std.jpg,4.093,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p014_std.jpg,3.702,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p015_std.jpg,4.041,1.5,False,0.0,<answer>1.5</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p016_std.jpg,5.729,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p017_std.jpg,3.95,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p018_std.jpg,2.043,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p019_std.jpg,4.63,1.5,False,0.0,<answer>1.5</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p020_std.jpg,1.979,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p021_std.jpg,3.931,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p022_std.jpg,4.001,10.0,False,0.0,<answer>10</answer>
/mnt/dgx_lab/datasets/IbimsOG/corridor_03_p023_std.jpg,2.029,10.0,False,0.0,<answer>10</answer>
